COMPLAINT_NUMBER,BEAT,STREET,INCIDENT_TIME_START,ADDRESS,DB_BEAT,DB_STREET,DB_INCIDENT_TIME_START,DB_ADDRESS
1062987,614,WINCHESTER AVE,2011-04-01 19:49:00,8634,0614,S WINCHESTER AVE,2012-04-01 19:49:00,8634
1060103,0,,2012-11-30 11:00:00,,0825,S FAIRFIELD AVE,2013-01-20 14:00:00,6432
1056508,811,RUTHERFORD AVE,2012-07-25 16:30:00,5446,0811,S MOBILE AVE,2012-07-25 16:30:00,5300
1068374,1123,WASHINGTON BLVD,2014-04-02 17:00:00,3200,1123,W WASHINGTON BLVD,2014-03-30 22:26:00,3208
1067460,213,MICHIGAN AVE,2014-02-07 12:59:59,3510,0213,S MICHIGAN AVE,2014-02-03 13:30:00,3510
1072147,1114,LAKE ST,2014-03-26 19:28:00,4001,1132,W ROOSEVELT RD,2013-12-26 16:39:00,3910
1063071,512,103RD ST,2013-06-22 18:00:00,129,0512,S MICHIGAN AVE,2013-06-22 18:00:00,10300
1055789,1033,ALBANY AVE,2011-07-22 03:20:00,2500,1033,S ALBANY AVE,2012-07-22 03:20:00,2500
1054842,735,HONORE ST,2012-06-17 21:59:59,7142,0735,S HONORE ST,2012-06-18 00:00:00,7142
1055752,1231,RACINE AVE,2012-07-22 23:00:00,1300,1231,W WASHBURNE AVE,2012-07-22 21:00:00,1219
1061949,1232,HARRISON ST,2013-05-03 00:35:00,1100,1232,W HARRISON ST,2013-05-02 03:35:00,1100
1072529,2232,ELIZABETH ST,2012-10-24 21:00:00,10300,2232,S ELIZABETH ST,2014-10-24 21:00:00,10300
1072404,431,COMMERCIAL AVE,2014-10-24 20:00:00,10135,0431,S COMMERCIAL AVE,2014-10-11 18:00:00,9847
1065819,512,103RD ST,2013-10-31 15:00:00,821,2232,W 103RD ST,2013-10-29 18:30:00,821
1062936,621,HALSTED ST,2011-07-24 08:51:00,7808,0624,S RHODES AVE,2011-07-24 02:00:00,7907
1059086,1221,FRANKLIN BLVD,2012-12-10 21:45:00,3144,1221,W FRANKLIN BLVD,2012-12-11 00:00:00,3154
1053967,421,SOUTH SHORE DR,2012-05-11 22:34:59,7733,0421,S SOUTH SHORE DR,2012-05-11 22:35:00,7732
1061853,3100,WESTERN AVE,2013-04-28 13:20:00,9400,3100,S WESTERN,2013-04-28 13:20:00,9400
1053924,2515,GRAND AVE,2012-05-10 15:00:00,5555,2532,N LATROBE AVE,2012-05-10 14:30:00,1500
1058155,915,35TH ST,2012-08-10 21:45:00,333,0915,W 35TH ST,2012-08-01 21:45:00,333
1069863,1121,ST LOUIS AVE,2014-06-17 21:58:00,621,,N ST. LOUIS,2014-06-17 21:58:00,621
1054586,925,HALSTED ST,2012-06-07 12:00:00,4300,0925,S HALSTED ST,2012-06-07 00:00:00,4600
1076467,321,COTTAGE GROVE AVE,2015-07-31 17:05:00,7040,0322,S INDIANA AVE,2015-07-31 17:05:00,6911
1074151,621,HALSTED ST,2015-03-10 20:00:00,7808,0622,W 87TH ST,2015-03-10 20:00:00,120
1054630,832,CAMPBELL AVE,2012-06-09 21:42:00,6758,0832,S CAMPBELL AVE,2012-06-10 00:00:00,6758
1065115,131,STATE ST,2013-09-20 23:45:00,1718,0131,S WABASH AVE,2013-09-20 23:15:00,1224
1072103,935,DAN RYAN LOCAL IB,2014-01-14 20:45:00,5200,0935,S DAN RYAN XPRS IB,2014-01-14 20:45:00,5200
1061891,613,82ND ST,2013-05-01 10:30:00,1117,0613,W 82ND ST,2013-03-01 10:30:00,1117
1066265,1611,NORTHWEST HWY,2011-04-09 09:00:00,5965,1611,N NORTHWEST HWY,2013-04-09 09:00:00,5965
1067706,2432,CLARK ST,2014-02-26 18:45:00,6740,2424,N CLARK ST,2014-02-26 18:45:00,7400
1073230,424,BURLEY AVE,2014-12-31 20:45:00,8760,0423,E 93RD ST,2014-12-31 20:45:00,2707
1058855,1213,HALSTED ST,2012-12-06 00:00:00,750,1232,S HALSTED ST,2012-12-06 00:00:00,750
1059397,333,72ND ST,2013-01-08 10:30:00,1964,0333,E 72ND PL,2013-01-08 00:00:00,2000
1062448,321,COTTAGE GROVE AVE,2013-05-23 18:59:59,7040,0321,S LANGLEY AVE,2013-04-26 12:00:00,6820
1060922,321,COTTAGE GROVE AVE,2013-03-22 13:40:00,7040,0334,S YATES BLVD,2013-03-22 13:30:00,7200
1061651,624,76TH ST,2013-04-22 12:30:00,1140,0323,E 75TH ST,2013-04-22 12:30:00,1140
1056330,2432,CLARK ST,2012-05-22 03:20:00,6464,2432,N SHERIDAN RD,2012-05-22 03:17:00,6602
1058225,3100,MANNHEIM RD,2012-10-20 18:00:00,6600,1231,W JACKSON BLVD,2012-10-20 18:00:00,1300
1075725,1021,CHRISTIANA AVE,2014-07-11 22:37:00,1533,1021,S CHRISTIANA AVE,2015-06-17 22:37:00,1533
1074442,633,92ND PL,2015-03-28 20:00:00,557,0633,E 92ND ST,2015-03-28 20:00:00,557
1055121,1923,ADDISON ST,2011-10-11 20:45:00,850,1925,W GRACE ST,2011-10-11 00:00:00,706
1070615,1024,DRAKE AVE,2014-07-27 02:00:00,2310,1024,S CHRISTIANA AVE,2014-07-26 15:30:00,2345
1068300,713,63RD ST,2014-03-30 03:00:00,1438,0733,S MORGAN ST,2014-03-30 01:00:00,7400
1061802,1513,MADISON ST,2013-04-27 00:10:00,5701,1513,W MADISON ST,2013-04-26 23:30:00,5651
1066192,621,HALSTED ST,2013-11-19 22:30:00,7808,0613,S MORGAN ST,2013-11-19 22:00:00,8100
1067015,0,,2013-01-13 09:59:59,,,,2014-01-13 10:00:00,
1054098,913,32ND ST,2012-05-16 23:19:59,1013,0913,,2012-05-18 10:28:00,
1054179,131,MICHIGAN AVE,2012-05-20 17:29:59,2200,,,2012-05-21 00:00:00,
1056935,312,DR MARTIN LUTHER KING JR DR,2012-09-09 23:00:00,6403,0321,S COTTAGE GROVE AVE,2012-09-09 22:30:00,7040
1068471,1711,VICTORIA ST,,4201,3100,W COTTONWOOD,2014-03-27 11:00:00,901
1057657,1213,EISENHOWER EXPY IB,2012-10-09 19:44:59,1000,,W EISENHOWER DAN RYAN ER IB,2012-10-09 19:45:00,1000
1058893,111,STATE ST,2012-12-05 12:59:59,188,0111,N STATE ST,2012-12-06 13:00:00,188
1075526,1923,ADDISON ST,2015-06-07 12:00:00,850,1924,W ADDISON ST,2015-06-07 03:00:00,1111
1054673,1134,HARRISON ST,2012-06-10 03:23:00,3151,1113,W ADAMS ST,2012-06-10 03:23:00,4429
1074984,2515,GRAND AVE,2015-05-04 00:49:59,5555,2515,W GRAND AVE,2015-05-03 22:30:00,5555
1056275,1832,DEARBORN ST,2011-08-29 00:59:59,650,1211,W MONROE ST,2011-08-13 00:46:00,1600
1056262,815,ARCHER AVE,2012-08-12 00:00:00,5000,0815,S PULASKI RD,2012-08-12 00:00:00,5000
1068781,1921,BELMONT AVE,2014-04-03 19:30:00,2452,1713,N KEDZIE AVE,2014-03-26 00:01:00,4922
1066368,312,DR MARTIN LUTHER KING JR DR,2013-12-01 21:59:59,6300,,S KING DR,2013-12-01 22:00:00,6300
1058051,531,111TH ST,2012-10-26 21:49:59,727,0433,S BALTIMORE AVE,2012-10-26 00:00:00,13320
1069101,1012,PULASKI RD,2014-04-27 23:00:00,1800,1014,S AVERS AVE,2014-04-27 23:00:00,1858
1061080,1221,FRANKLIN BLVD,2013-03-31 00:01:00,3100,,W FRANKLIN ST,2013-03-31 00:01:00,3100
1065874,3100,HALSTED ST,2009-04-27 02:19:00,12302,3100,S HALSTED,2013-04-27 02:19:00,12302
1053646,321,COTTAGE GROVE AVE,2012-04-26 11:00:00,7040,0324,E 75TH ST,2012-04-26 00:00:00,1548
1053154,1132,JACKSON BLVD,2012-04-07 22:25:00,3951,1122,W JACKSON BLVD,2012-04-07 00:00:00,3900
1057045,933,50TH ST,2012-09-13 12:14:00,912,0933,S PEORIA ST,2012-09-13 15:00:00,5000
1066452,1934,HALSTED ST,2013-11-29 21:30:00,3169,1934,N HALSTED ST,2013-11-30 21:30:00,3169
1054890,1024,OGDEN AVE,2012-06-19 12:49:00,3315,1012,S KEELER AVE,2012-06-17 13:00:00,1500
1062818,2024,SIMONDS DR,2013-06-11 20:50:00,5100,2024,N LAKE SHORE DR NB,2013-06-11 20:50:00,5200
1055708,2534,KARLOV AVE,2012-07-19 22:41:00,1235,2534,W CRYSTAL ST,2012-07-19 22:00:00,4058
1058250,1023,WESTERN AVE,2012-10-30 20:50:00,1920,1234,,2012-10-30 00:00:00,
1059875,213,DR MARTIN LUTHER KING JR SD,2013-01-30 21:00:00,4012,,S KING DR,2013-01-30 21:00:00,4012
1056917,731,YALE AVE,2012-09-08 14:00:00,6945,0731,S YALE AVE,2012-09-08 13:00:00,6946
1073255,621,HALSTED ST,2015-01-07 01:09:59,7808,,S HALSTED,2015-01-07 01:10:00,7808
1075069,713,63RD ST,2015-05-08 03:59:59,1438,0715,S PAULINA ST,2015-05-08 03:05:00,5753
1063565,423,MUSKEGON AVE,2013-07-14 09:00:00,8400,0423,S MUSKEGON AVE,2013-07-14 09:00:00,8429
1064629,1112,CENTRAL PARK AVE,2013-09-03 09:14:59,1000,,N CENTRAL PARK,2013-09-03 09:15:00,1000
1061915,912,HERMITAGE AVE,2013-05-01 17:00:00,3500,0912,S HERMITAGE AVE,2013-05-01 17:00:00,3400
1071869,511,LA SALLE ST,2014-02-28 21:59:59,10238,,S LA SALLE,2014-02-28 22:00:00,10238
1065294,1531,LAVERGNE AVE,2013-07-07 12:59:59,935,3100,N LAVERGNE,2013-07-07 13:00:00,935
1056507,1531,CHICAGO AVE,2012-07-06 02:42:00,4801,1513,W MADISON ST,2012-07-06 18:00:00,5701
1067685,1224,RANDOLPH ST,2014-02-22 02:29:59,1108,,W RANDOPLH,2014-02-22 02:30:00,1108
1055781,825,ARTESIAN AVE,2012-07-23 21:40:00,6348,,W ARTESIAN,2012-07-23 21:40:00,6348
1053430,713,RACINE AVE,2012-04-17 22:09:59,6120,0731,S LAFAYETTE AVE,2012-04-17 21:30:00,6900
1066088,3100,MANNHEIM RD,2013-11-08 00:01:00,947,1123,W ADAMS ST,2013-07-05 00:01:00,3512
1060990,2232,102ND ST,2013-03-26 02:16:59,441,0513,,2013-03-26 02:17:00,
1058391,511,95TH ST,2010-10-02 00:39:00,1013,0511,E 95TH ST,2012-10-02 00:39:00,1013
1069682,3100,NORTH AVENUE,2014-06-08 09:59:59,1040,1811,W NORTH AVE,2014-06-08 10:00:00,1040
1053608,524,JUSTINE ST,2012-04-04 15:59:59,12138,0524,,2012-04-22 00:00:00,
1058792,3100,CICERO AVE,2012-11-22 22:52:00,13500,3100,S CICERO,2012-11-22 22:52:00,13500
1066460,1134,HARRISON ST,2013-09-26 09:59:59,3151,1133,W GRENSHAW ST,2013-09-26 09:30:00,3619
1061722,333,JEFFERY BLVD,2013-04-25 12:30:00,7122,0333,S JEFFERY BLVD,2013-04-25 12:30:00,7100
1069163,734,LOOMIS BLVD,2014-04-14 11:00:00,6900,0734,S LOOMIS BLVD,2014-05-14 11:00:00,6900
1073420,911,WESTERN AVE,2015-01-19 01:30:00,3554,,S WESTERN,2015-01-19 01:30:00,3554
1058218,1112,SPRINGFIELD AVE,2012-11-03 13:25:00,1026,1112,,2012-11-02 00:00:00,
1071782,1022,TROY ST,2014-09-30 23:00:00,1900,1022,S TROY ST,2014-09-20 23:00:00,1900
1053249,225,WENTWORTH AVE,2012-04-08 21:30:00,5101,1032,S DRAKE AVE,2012-04-08 21:00:00,2600
1065841,1822,LARRABEE ST,2013-10-12 03:30:00,1160,1824,N DEARBORN ST,2013-10-12 03:00:00,1201
1062434,124,HARRISON ST,2013-09-06 09:59:59,555,1134,,2013-04-01 13:33:00,
1057907,1923,ADDISON ST,2012-10-21 14:00:00,850,1133,W FLOURNOY ST,2012-09-07 18:55:00,3700
1053615,825,ROCKWELL ST,2012-04-26 20:29:59,6447,0825,S ROCKWELL ST,2012-04-26 20:30:00,6400
1058507,0,AUSTIN AVE,2012-11-18 18:30:00,521,1622,N AUSTIN AVE,2012-11-18 18:30:00,5220
1064727,324,72ND ST,2013-09-05 15:00:00,1210,0324,E 72ND ST,2013-09-06 16:35:00,1210
1060539,1024,OGDEN AVE,2013-03-05 15:49:59,3315,,W OGDEN,2013-03-05 15:50:00,3315
1069136,924,DAMEN AVE VIA,2014-05-12 22:30:00,3900,0935,W GARFIELD BLVD,2014-05-12 22:00:00,220
1071770,3100,57TH  AVENUE,2014-09-28 14:29:59,3542,3100,S 57TH AVE,2014-09-28 14:30:00,3542
1066924,1134,HARRISON ST,2014-01-07 23:00:00,3151,1121,W OHIO ST,2014-01-07 22:26:00,3400
1058866,2024,LAWRENCE AVE,2011-12-03 22:02:59,1010,2024,W LAWRENCE AVE,2012-12-03 22:03:00,1010
1076280,831,68TH ST,2015-07-17 22:30:00,2701,0822,W 59TH PL,2015-07-17 15:43:00,3409
1057823,632,ST LAWRENCE AVE,2012-10-16 14:45:00,8306,,S ST LAWRENCE,2012-10-16 14:45:00,8306
1055809,312,DR MARTIN LUTHER KING JR DR,2012-07-25 04:30:00,6362,,S MARTIN LUTHER KING,2012-07-25 04:30:00,6362
1062849,2212,MONTEREY AVE,2013-06-12 00:59:59,1900,2221,S MARSHFIELD AVE,2013-06-11 23:00:00,9044
1068018,1824,DIVISION ST,2014-03-16 02:51:59,16,1822,N LARRABEE ST,2014-03-16 03:00:00,1160
