Unique id,Observation date,Latitude,Longitude
20804,2011-12-02,41.752304,-87.644085
18182,2014-06-14,41.864174,-87.666319
18183,2014-06-14,41.864174,-87.666319
7262,2012-06-17,41.75106134887425,-87.59072484011847
22471,2012-09-13,41.795144,-87.767901
24564,2013-11-18,41.897255,-87.725129
24925,2014-03-04,41.793219,-87.674501
8305,2012-06-15,41.747863,-87.600551
24519,2013-11-07,41.860698,-87.710648
18209,2014-08-29,41.898037,-87.727545
18454,2014-10-08,41.819131,-87.631269
19159,2015-01-01,41.750766,-87.635449
19160,2015-01-01,41.750766,-87.635449
20816,2011-12-06,41.87844,-87.629884
20843,2011-12-12,41.752304,-87.644085
22377,2012-09-08,41.767516,-87.631304
22465,2012-05-11,41.950756,-87.836738
23910,2013-07-06,41.947221,-87.655763
24845,2014-02-03,41.830636,-87.623783
24911,2014-02-26,42.016054,-87.675207
24892,2014-02-22,41.8843,-87.65351
842,2011-05-10,41.990304271072645,-87.80904828262894
18229,2014-09-05,41.78927362075612,-87.69178999730438
24863,2014-02-15,41.834326,-87.650794
24907,2014-02-25,41.893664,-87.712602
24958,2014-03-10,41.766495,-87.57222
24862,2014-02-14,41.774087,-87.630006
26184,2014-10-30,41.995428,-87.65838
19322,2015-02-07,41.91856,-87.764709
16654,2014-05-14,41.75106134887425,-87.59072484011847
22428,2012-08-17,41.862185,-87.723253
22480,2012-09-15,41.696143,-87.630401
24078,2013-08-05,41.682193,-87.620647
24343,2013-09-20,42.018795,-87.690183
20822,2011-12-05,41.784058,-87.606009
24098,2013-08-09,41.749474,-87.609138
11230,2013-03-14,41.731553,-87.640701
22679,2012-10-29,42.012675,-87.672366
24623,2013-11-24,41.758292,-87.621536
24751,2013-10-18,41.772147,-87.667671
25105,2014-03-17,41.872861,-87.719321
2231,2011-08-06,41.892359,-87.770053
4385,2011-12-05,41.90119,-87.755312
1051,2011-05-24,41.754662,-87.604906
18894,2014-12-01,41.747203,-87.611472
15900,2014-03-09,41.878529,-87.64109
10515,2013-01-30,41.876753,-87.626537
17455,2014-05-22,41.932854,-87.800164
17459,2014-05-22,41.932854,-87.800164
17920,2014-08-20,41.9544,-87.709635
17917,2014-08-20,41.9544,-87.709635
17921,2014-08-20,41.9544,-87.709635
20938,2012-01-09,41.996431,-87.66534
20991,2012-01-22,41.887202,-87.755319
21989,2012-06-26,41.896976,-87.75109
15785,2014-02-19,41.917422,-87.705446
1359,2011-06-08,41.769806,-87.683629
12809,2013-07-15,41.85636,-87.708405
8432,2012-08-31,41.692827,-87.605031
12849,2013-06-04,41.762744,-87.62871
8436,2012-08-31,41.692827,-87.605031
18390,2014-10-02,41.738469316339426,-87.61229306276786
18224,2014-09-05,41.78927362075612,-87.69178999730438
8438,2012-08-31,41.692827,-87.605031
16843,2014-05-16,41.909379,-87.765724
593,2011-04-21,41.801828,-87.630708
7426,2012-06-26,41.89918,-87.772363
7430,2012-06-26,41.89918,-87.772363
4874,2012-01-16,41.910227,-87.697034
1465,2011-06-19,41.950031,-87.767766
9489,2012-10-31,41.692827,-87.605031
9488,2012-10-31,41.692827,-87.605031
10596,2013-02-01,41.811,-87.603927
7523,2012-07-04,41.868763,-87.71062
5982,2012-03-15,41.710339,-87.612953
5983,2012-03-15,41.710339,-87.612953
15661,2014-03-06,41.751555,-87.559844
5616,2012-03-12,41.7807893153366,-87.59384811493217
5617,2012-03-12,41.7807893153366,-87.59384811493217
19547,2011-04-01,41.752304,-87.644085
11018,2012-10-14,41.707788,-87.567181
7816,2012-07-22,41.846365,-87.702638
14164,2013-10-07,41.768439,-87.644653
6268,2012-03-24,41.861786,-87.707101
6270,2012-03-24,41.861786,-87.707101
6271,2012-03-24,41.861786,-87.707101
8595,2012-08-01,41.77905,-87.647195
17674,2014-08-04,41.789848,-87.651892
17675,2014-08-04,41.789848,-87.651892
18299,2014-09-18,41.934692,-87.783377
22704,2012-11-06,41.86106231793755,-87.71175333466415
13715,2013-08-12,41.76937140191418,-87.61830028809965
13590,2013-09-09,41.76321757057551,-87.65890686445357
23522,2013-04-17,41.75588353382927,-87.5546155874114
23495,2013-04-11,41.90657239476278,-87.69700965809407
23513,2013-04-22,41.74322012954117,-87.72285585454973
20296,2011-08-30,41.75588353382927,-87.5546155874114
15029,2014-01-06,41.7414285523383,-87.65106269611917
15545,2014-02-25,41.89508812171192,-87.73592295686372
6429,2012-04-18,41.931520788372914,-87.74783325466292
25801,2014-08-18,41.75588353382927,-87.5546155874114
12916,2013-07-21,41.839747,-87.645431
20253,2011-08-19,41.851066,-87.627044
15322,2014-02-04,41.89814353357864,-87.7212866341078
23941,2013-07-12,41.91856,-87.764709
25641,2014-07-22,41.98341130719594,-87.69821198657344
16974,2014-06-09,41.71469287357359,-87.60909885810409
13271,2013-08-13,41.80486972467414,-87.67432002832798
20735,2011-11-18,41.81002300549,-87.69397022022146
17349,2014-07-12,41.86106231793755,-87.71175333466415
3809,2011-10-21,41.65187734610241,-87.60088447864855
3804,2011-10-19,41.773865388432775,-87.67388971483118
3851,2011-10-25,41.78927362075612,-87.69178999730438
14911,2013-12-21,41.87950437401123,-87.73053756092136
3856,2011-10-25,41.72838895402763,-87.67136167636781
14937,2013-11-03,41.761848309935615,-87.6128361363185
14926,2013-12-25,41.82833689387442,-87.69731896066028
25986,2014-09-15,41.805911,-87.618996
15019,2014-01-05,41.696980387822855,-87.708307837765
14973,2014-01-01,41.761848309935615,-87.6128361363185
14976,2014-01-01,41.87174008696952,-87.71681549900518
14977,2014-01-01,41.87174008696952,-87.71681549900518
14938,2013-11-03,41.761848309935615,-87.6128361363185
14991,2014-01-01,41.90845296967473,-87.77055367159564
14993,2014-01-01,41.90845296967473,-87.77055367159564
14941,2013-12-27,41.76262401547905,-87.59010601301935
15046,2014-01-04,41.87382200735256,-87.76950132354493
15026,2014-01-06,41.7414285523383,-87.65106269611917
15027,2014-01-06,41.7414285523383,-87.65106269611917
15031,2014-01-06,41.7414285523383,-87.65106269611917
14984,2014-01-01,41.74976715962443,-87.69365707320661
15052,2014-01-08,41.75588353382927,-87.5546155874114
15053,2014-01-08,41.75588353382927,-87.5546155874114
25698,2014-08-01,41.874022066256174,-87.75970821374955
25767,2014-08-10,41.89640151156883,-87.71147215032398
25676,2014-07-28,41.77913041738284,-87.78102419086231
25686,2014-07-29,41.81311499984433,-87.61032753518495
25701,2014-08-02,41.87127407357244,-87.693547198147
25841,2014-08-22,41.88531843618722,-87.72096934436287
25771,2014-07-02,41.89640151156883,-87.71147215032398
15075,2014-01-10,41.94824214310669,-87.7961806668176
15056,2014-01-09,41.88447876845041,-87.71161752068966
15058,2014-01-09,41.88447876845041,-87.71161752068966
15059,2014-01-09,41.88447876845041,-87.71161752068966
25739,2014-05-26,41.74322012954117,-87.72285585454973
25705,2014-08-02,41.65187734610241,-87.60088447864855
25731,2014-08-05,41.754093578755395,-87.60568903900216
15062,2014-01-09,41.761848309935615,-87.6128361363185
25784,2014-08-15,41.77415300766171,-87.65435819763533
25896,2014-08-26,41.76968445314157,-87.58373152445729
25855,2014-08-24,41.94603194216375,-87.7544610902383
25900,2014-08-28,41.917757483001814,-87.63272508691801
25862,2014-08-28,41.80584217497394,-87.6101482688478
25851,2014-08-24,41.666595761959464,-87.63352944888443
25843,2014-08-26,41.805091862604705,-87.65515771401
25891,2014-09-03,41.692652,-87.618262
2183,2011-06-24,41.871446153729664,-87.73881348224457
15207,2014-01-24,41.896555307994326,-87.77031729996843
15208,2014-01-24,41.88742436400076,-87.75042738340971
7266,2012-06-16,41.696980387822855,-87.708307837765
7245,2012-06-16,41.99409812904037,-87.69275071535047
13711,2013-08-12,41.76937140191418,-87.61830028809965
7327,2012-06-22,41.871446153729664,-87.73881348224457
14800,2013-11-01,41.74322012954117,-87.72285585454973
13686,2013-09-11,41.84251066640669,-87.70020819081124
23489,2013-04-16,41.90983642300498,-87.73133023418033
19600,2011-04-08,41.74976715962443,-87.69365707320661
13729,2013-04-08,41.788309726037596,-87.62320109198531
18728,2014-11-07,41.751630548007334,-87.57530629239625
10862,2013-03-05,41.8557698182401,-87.6754049138539
15274,2014-01-30,41.931520788372914,-87.74783325466292
16032,2014-03-21,41.69547032077243,-87.63871375608302
23502,2013-04-17,41.67822114705429,-87.64913796758377
2410,2011-06-09,41.91271841450584,-87.79063327194525
25710,2014-08-02,41.97232016538436,-87.69377608200628
3797,2011-10-21,41.88447876845041,-87.71161752068966
17411,2014-06-15,41.90512063292296,-87.62805135242203
25658,2014-07-24,41.70773850235977,-87.64590687384455
25834,2014-08-17,41.92942400646885,-87.64253404803019
25857,2014-08-21,41.73444387753959,-87.55868965267702
3850,2011-10-25,41.78927362075612,-87.69178999730438
15209,2014-01-24,41.88742436400076,-87.75042738340971
14992,2014-01-01,41.90845296967473,-87.77055367159564
14964,2013-12-29,41.77901233427185,-87.57797961182104
15055,2014-01-09,41.88447876845041,-87.71161752068966
15057,2014-01-09,41.88447876845041,-87.71161752068966
2454,2011-08-16,41.90859557571108,-87.76076524070324
15028,2014-01-06,41.7414285523383,-87.65106269611917
25759,2014-08-06,41.75230412169883,-87.67079070570207
14900,2013-09-15,41.8977016468884,-87.75077189901415
18382,2014-09-30,41.779796402901646,-87.70810191861547
6790,2012-05-11,41.94590067495424,-87.73798624747116
11226,2013-03-14,41.692884467658715,-87.67609364916628
20851,2011-12-14,41.70383116890087,-87.6110095104206
21058,2012-02-03,41.98656491135412,-87.65614303665163
21227,2012-03-05,41.75234012380501,-87.65620324719602
22039,2012-06-04,41.87174008696952,-87.71681549900518
22257,2012-08-17,41.696980387822855,-87.708307837765
22674,2012-10-27,41.771940372267245,-87.60048047183147
22329,2012-08-27,41.79187016066322,-87.7820046303372
22447,2012-07-01,41.751630548007334,-87.57530629239625
22785,2012-11-22,41.727594862920476,-87.61078624723861
22330,2012-08-25,41.79187016066322,-87.7820046303372
22574,2012-10-08,41.86339608375786,-87.72757055144685
22558,2012-10-04,41.73444387753959,-87.55868965267702
22858,2012-12-03,41.90964800996559,-87.74603586059577
22354,2012-09-01,41.79738403422023,-87.6741387806469
18843,2014-10-09,41.75588353382927,-87.5546155874114
23627,2013-05-09,41.77901233427185,-87.57797961182104
6426,2012-04-17,41.67142870015332,-87.60954143547225
2016,2011-07-24,41.945173501975376,-87.83043740870407
17337,2014-07-10,41.89814353357864,-87.7212866341078
16680,2014-05-16,41.76431172951623,-87.56359100033748
13191,2013-08-01,41.71469287357359,-87.60909885810409
15253,2013-12-20,41.7775071026438,-87.6170764334924
21096,2012-02-14,41.90746383055881,-87.63744904254162
7865,2012-07-21,41.946835494207065,-87.72097547378975
16679,2014-05-16,41.8836919268619,-87.67915730648443
2116,2011-07-30,41.797624756699484,-87.65496441992433
11618,2013-04-15,41.8977016468884,-87.75077189901415
555,2011-04-19,41.741151322468276,-87.6703260056083
11220,2013-03-14,41.75106134887425,-87.59072484011847
6617,2012-04-30,41.692884467658715,-87.67609364916628
8023,2012-08-04,41.761848309935615,-87.6128361363185
16412,2014-04-21,41.76937140191418,-87.61830028809965
2790,2011-09-04,41.92300478801464,-87.69248020619017
5552,2012-03-07,41.79542108960418,-87.60813581342525
2445,2011-08-13,41.77913041738284,-87.78102419086231
392,2011-04-09,41.90859557571108,-87.76076524070324
1664,2011-06-24,41.76937140191418,-87.61830028809965
3355,2011-09-15,41.96103244422019,-87.72048500756398
7657,2012-07-13,41.77415300766171,-87.65435819763533
5565,2012-03-08,41.75106134887425,-87.59072484011847
949,2011-05-18,41.73444387753959,-87.55868965267702
24735,2014-01-11,41.89927777412407,-87.69803635562148
9562,2012-10-30,41.8557698182401,-87.6754049138539
10215,2013-01-04,41.76306238322002,-87.67122688237026
10251,2013-01-09,41.87064689938192,-87.6506497326361
158,2011-03-22,41.75588353382927,-87.5546155874114
9441,2012-10-28,41.89050141571502,-87.64892010717999
8680,2012-08-26,41.754093578755395,-87.60568903900216
15911,2013-11-21,41.93542523315569,-87.72832963969199
14715,2013-12-01,41.78677169608422,-87.64982436232732
7273,2012-06-11,41.761848309935615,-87.6128361363185
16090,2014-03-14,41.86235519297656,-87.67024028312365
26421,2014-12-29,41.816259794216634,-87.64271573364611
20645,2011-10-29,41.666595761959464,-87.63352944888443
23895,2013-05-29,41.93383535752076,-87.6768329496008
8213,2012-08-19,41.96083215578712,-87.73765516959546
26472,2015-01-06,41.797624756699484,-87.65496441992433
3142,2011-06-16,41.903184,-87.691284
14504,2013-11-01,41.72424275057332,-87.64167288915786
23257,2013-03-08,41.97650077591348,-87.80437903564311
26295,2014-11-28,41.76262401547905,-87.59010601301935
26198,2014-11-03,41.768057559675405,-87.70036901390684
26267,2014-11-18,41.94590067495424,-87.73798624747116
19652,2011-04-16,41.931520788372914,-87.74783325466292
21721,2012-05-16,41.82996605417659,-87.64110243441684
23792,2013-06-01,41.7414285523383,-87.65106269611917
15766,2014-03-10,41.75106134887425,-87.59072484011847
18212,2014-09-01,41.79863894338819,-87.5877460884781
26230,2014-11-09,41.77403334689327,-87.63340854733907
24163,2013-08-22,41.69642224594991,-87.61383769561644
22632,2012-10-19,41.89814353357864,-87.7212866341078
15320,2014-02-04,41.89814353357864,-87.7212866341078
15321,2014-02-04,41.89814353357864,-87.7212866341078
15324,2014-02-04,41.89814353357864,-87.7212866341078
15361,2014-02-10,41.87174008696952,-87.71681549900518
15421,2014-02-14,41.738469316339426,-87.61229306276786
15352,2014-02-07,41.77913041738284,-87.78102419086231
15464,2014-02-18,41.74902879353594,-87.55011568290443
7936,2012-08-01,41.72840557736518,-87.62689482288961
7776,2012-07-20,41.70383116890087,-87.6110095104206
13270,2013-08-13,41.80486972467414,-87.67432002832798
8051,2012-08-08,41.8836919268619,-87.67915730648443
3946,2011-11-01,41.78044691781303,-87.68593081309932
11267,2013-03-14,41.70383116890087,-87.6110095104206
7731,2012-07-14,41.89814353357864,-87.7212866341078
15444,2014-02-14,41.88485404217627,-87.73069414219584
15445,2014-02-14,41.88485404217627,-87.73069414219584
5091,2012-01-30,41.66864653295679,-87.54054535934227
15392,2014-02-10,41.76321757057551,-87.65890686445357
15393,2014-02-10,41.76321757057551,-87.65890686445357
8389,2012-06-17,41.874022066256174,-87.75970821374955
15826,2014-02-21,41.77913041738284,-87.78102419086231
14779,2013-12-06,41.87382200735256,-87.76950132354493
4629,2011-12-19,41.737529,-87.643652
21891,2012-06-17,41.871446153729664,-87.73881348224457
8503,2012-09-05,41.779796402901646,-87.70810191861547
17241,2014-07-02,41.779796402901646,-87.70810191861547
2150,2011-06-16,41.90845296967473,-87.77055367159564
20712,2011-11-12,41.77901233427185,-87.57797961182104
4602,2011-12-23,41.68921191469614,-87.61100737066091
10024,2012-12-14,41.692884467658715,-87.67609364916628
10025,2012-12-14,41.692884467658715,-87.67609364916628
21019,2011-12-14,41.788309726037596,-87.62320109198531
5742,2011-12-15,41.68946424859011,-87.65604262157879
5745,2011-12-15,41.68946424859011,-87.65604262157879
20806,2011-12-04,41.96113710892082,-87.67216902498063
10026,2012-12-14,41.692884467658715,-87.67609364916628
10028,2012-12-14,41.692884467658715,-87.67609364916628
12588,2013-06-27,41.7807893153366,-87.59384811493217
12592,2013-06-27,41.7807893153366,-87.59384811493217
6167,2012-03-30,41.779796402901646,-87.70810191861547
6168,2012-03-30,41.779796402901646,-87.70810191861547
11097,2013-01-22,41.70383116890087,-87.6110095104206
11098,2013-01-22,41.70383116890087,-87.6110095104206
26649,2015-02-15,41.768057559675405,-87.70036901390684
26637,2014-10-07,41.946960029380456,-87.67128478618368
26602,2015-02-03,41.782825317224116,-87.62314628051145
26614,2015-02-09,41.75230412169883,-87.67079070570207
26625,2015-02-10,41.87950437401123,-87.73053756092136
26626,2015-02-09,41.80584217497394,-87.6101482688478
26630,2015-02-10,41.666595761959464,-87.63352944888443
15831,2013-11-21,41.93542523315569,-87.72832963969199
15832,2013-11-21,41.93542523315569,-87.72832963969199
15833,2013-11-21,41.93542523315569,-87.72832963969199
26020,2014-09-24,41.76361378183907,-87.63004905275884
25716,2014-08-04,41.90859557571108,-87.76076524070324
26127,2014-10-18,41.77403334689327,-87.63340854733907
26052,2014-10-02,41.73870367591546,-87.58303285729359
26609,2015-02-06,41.74902879353594,-87.55011568290443
25772,2014-08-12,41.75106134887425,-87.59072484011847
26153,2014-10-22,41.67142870015332,-87.60954143547225
26610,2015-02-08,41.738469316339426,-87.61229306276786
15909,2013-11-21,41.93542523315569,-87.72832963969199
15910,2013-11-21,41.93542523315569,-87.72832963969199
15829,2014-02-21,41.77913041738284,-87.78102419086231
15912,2013-11-21,41.93542523315569,-87.72832963969199
15907,2013-11-21,41.93542523315569,-87.72832963969199
2616,2011-08-25,41.741151322468276,-87.6703260056083
2615,2011-08-25,41.741151322468276,-87.6703260056083
26138,2014-10-01,41.858796,-87.627146
15537,2014-02-25,41.89508812171192,-87.73592295686372
15541,2014-02-25,41.89508812171192,-87.73592295686372
14290,2013-10-25,41.86339608375786,-87.72757055144685
13312,2013-07-16,42.019432626060095,-87.66974137086397
21517,2012-04-13,41.76262401547905,-87.59010601301935
10615,2013-02-10,41.85617766094475,-87.72000579378273
12979,2013-07-23,41.782825317224116,-87.62314628051145
11484,2013-04-07,41.771940372267245,-87.60048047183147
11787,2013-04-25,41.72774441094284,-87.58412205263177
10558,2013-02-06,41.76321757057551,-87.65890686445357
18143,2014-09-09,41.67142870015332,-87.60954143547225
13109,2013-08-06,41.78663501393955,-87.65953825666244
13569,2013-09-09,41.8977016468884,-87.75077189901415
12208,2013-05-26,41.84786402114715,-87.72710576119677
14717,2013-12-01,41.78677169608422,-87.64982436232732
1226,2011-06-01,41.78285867102134,-87.60901140985611
13840,2013-05-14,41.90657941377607,-87.67888679822808
12043,2013-05-15,41.886726300238415,-87.76019562402199
7143,2012-06-05,41.706967,-87.620514
8433,2012-08-31,41.692827,-87.605031
16296,2014-04-10,41.871527842666985,-87.70599876572471
16294,2014-04-10,41.871527842666985,-87.70599876572471
16307,2014-04-10,41.871527842666985,-87.70599876572471
15539,2014-02-25,41.89508812171192,-87.73592295686372
15542,2014-02-25,41.89508812171192,-87.73592295686372
15544,2014-02-25,41.89508812171192,-87.73592295686372
21382,2012-03-21,41.74902879353594,-87.55011568290443
15563,2014-02-26,41.76937140191418,-87.61830028809965
26167,2014-10-26,41.7525380919023,-87.64166300497011
7648,2012-07-12,41.760931,-87.650572
16058,2014-03-25,41.76937140191418,-87.61830028809965
10870,2013-03-02,41.69642224594991,-87.61383769561644
10869,2013-03-02,41.69642224594991,-87.61383769561644
15290,2014-01-27,41.77401236186888,-87.66407320502391
15363,2014-02-10,41.87174008696952,-87.71681549900518
20077,2011-07-14,41.80234407851368,-87.75015963415521
15345,2014-02-07,41.768057559675405,-87.70036901390684
15346,2014-02-07,41.768057559675405,-87.70036901390684
20161,2011-08-04,41.73444387753959,-87.55868965267702
15341,2014-02-07,41.857936851965796,-87.61615669240534
20166,2011-08-05,41.92812261631189,-87.72810292902983
15282,2014-02-01,41.93480060657017,-87.79406540669845
16012,2014-03-19,41.88742436400076,-87.75042738340971
15303,2014-02-04,41.85617766094475,-87.72000579378273
15304,2014-02-04,41.85617766094475,-87.72000579378273
16276,2014-04-10,41.75234012380501,-87.65620324719602
15390,2014-02-10,41.76321757057551,-87.65890686445357
15389,2014-02-10,41.76321757057551,-87.65890686445357
15388,2014-02-10,41.76321757057551,-87.65890686445357
15423,2013-09-15,41.77415300766171,-87.65435819763533
14429,2013-11-07,41.98378774681741,-87.66454572103251
125,2011-03-19,41.87378563670539,-87.74992639339095
18622,2014-10-28,41.78044691781303,-87.68593081309932
22808,2012-11-27,41.87127407357244,-87.693547198147
11816,2013-04-26,41.67822114705429,-87.64913796758377
26566,2015-01-25,41.849133,-87.712486
20479,2011-09-26,41.76348435534147,-87.63948112789724
25899,2014-09-04,41.92061640063091,-87.74378529739953
12222,2013-05-26,41.81917312588807,-87.69425779451505
26499,2015-01-11,41.93008713413546,-87.66185635438525
13738,2013-04-08,41.788309726037596,-87.62320109198531
12033,2013-05-05,41.77403334689327,-87.63340854733907
13868,2013-03-26,41.78044691781303,-87.68593081309932
15427,2014-02-14,41.666595761959464,-87.63352944888443
15438,2014-02-15,41.77401236186888,-87.66407320502391
1209,2011-05-31,41.78663501393955,-87.65953825666244
1365,2011-06-10,41.76262401547905,-87.59010601301935
26476,2015-01-09,41.80584217497394,-87.6101482688478
8844,2012-06-26,41.685416,-87.61405
10832,2013-03-02,41.81002300549,-87.69397022022146
10833,2013-03-02,41.81002300549,-87.69397022022146
10846,2013-03-03,41.71469287357359,-87.60909885810409
10845,2013-03-03,41.71469287357359,-87.60909885810409
10922,2013-03-02,41.679563185829586,-87.57446169756882
10923,2013-03-02,41.679563185829586,-87.57446169756882
10919,2013-02-13,41.94603194216375,-87.7544610902383
10917,2013-02-13,41.94603194216375,-87.7544610902383
10918,2013-02-13,41.94603194216375,-87.7544610902383
10906,2013-03-11,42.011902012849745,-87.6959392855167
10842,2013-02-15,41.727594862920476,-87.61078624723861
10841,2013-02-15,41.727594862920476,-87.61078624723861
10928,2013-03-12,41.90746383055881,-87.63744904254162
10879,2013-03-08,41.931520788372914,-87.74783325466292
23193,2013-02-21,41.727594862920476,-87.61078624723861
2187,2011-06-24,41.871446153729664,-87.73881348224457
15215,2014-01-27,41.74902879353594,-87.55011568290443
26220,2014-11-05,41.89814353357864,-87.7212866341078
11104,2013-02-22,41.73444387753959,-87.55868965267702
10935,2013-03-10,41.752767221836876,-87.62467123048934
20133,2011-07-27,41.79738403422023,-87.6741387806469
20123,2011-07-26,41.88742436400076,-87.75042738340971
20119,2011-07-25,41.89640151156883,-87.71147215032398
20084,2011-07-16,41.9724106882989,-87.67605234999026
26173,2014-09-22,41.975196115486014,-87.7777912259449
20093,2011-07-18,41.78285867102134,-87.60901140985611
20113,2011-07-23,41.882258120789565,-87.74043730896473
20108,2011-07-21,41.72424275057332,-87.64167288915786
20083,2011-07-18,41.93374510185121,-87.69805397468663
20076,2011-07-16,41.79863894338819,-87.5877460884781
22270,2012-07-18,41.77907,-87.610287
26181,2014-10-31,41.741151322468276,-87.6703260056083
9060,2012-09-22,41.905826,-87.638685
3292,2011-09-16,41.76968445314157,-87.58373152445729
26284,2014-10-17,41.68946424859011,-87.65604262157879
20139,2011-07-30,41.87127407357244,-87.693547198147
20117,2011-07-22,41.76968445314157,-87.58373152445729
20157,2011-08-03,41.90859557571108,-87.76076524070324
25260,2014-05-07,41.6838880651103,-87.62838254168845
26180,2014-10-13,41.76348435534147,-87.63948112789724
20156,2011-08-03,41.666595761959464,-87.63352944888443
26189,2014-10-30,41.65187734610241,-87.60088447864855
6954,2012-05-22,41.746390946313525,-87.61023944959817
6114,2012-03-26,41.73444387753959,-87.55868965267702
23772,2013-06-06,41.79738403422023,-87.6741387806469
5551,2012-03-07,41.79542108960418,-87.60813581342525
6729,2012-05-03,41.78044691781303,-87.68593081309932
6770,2012-04-28,41.89814353357864,-87.7212866341078
8258,2012-08-17,42.01260742489915,-87.67882376518992
26191,2014-11-01,41.74976715962443,-87.69365707320661
9726,2012-11-23,41.81917312588807,-87.69425779451505
22974,2013-01-06,41.77401236186888,-87.66407320502391
18625,2014-10-28,41.78044691781303,-87.68593081309932
10442,2013-01-19,41.67142870015332,-87.60954143547225
6587,2012-04-29,41.68921191469614,-87.61100737066091
7934,2012-08-01,41.72840557736518,-87.62689482288961
21944,2012-06-25,41.90845296967473,-87.77055367159564
8548,2012-09-07,41.76968445314157,-87.58373152445729
6203,2012-03-30,41.896555307994326,-87.77031729996843
13739,2013-04-08,41.788309726037596,-87.62320109198531
26190,2014-11-02,41.761848309935615,-87.6128361363185
23701,2013-05-23,41.89814353357864,-87.7212866341078
15243,2014-01-28,41.69547032077243,-87.63871375608302
15244,2014-01-28,41.69547032077243,-87.63871375608302
13571,2013-09-09,41.8977016468884,-87.75077189901415
26197,2014-11-02,41.83171232034127,-87.67125976079232
26204,2014-11-03,41.71460317188937,-87.56284277036215
20380,2011-08-09,41.779651,-87.660835
21623,2012-05-01,41.88742436400076,-87.75042738340971
19886,2011-06-03,41.90845296967473,-87.77055367159564
1984,2011-04-15,41.78044691781303,-87.68593081309932
9678,2012-11-18,41.758047,-87.636368
3665,2011-10-13,41.796587475122806,-87.61926935703048
26228,2014-11-02,41.931520788372914,-87.74783325466292
1955,2011-07-19,42.011902012849745,-87.6959392855167
7848,2012-07-20,41.78677169608422,-87.64982436232732
7877,2012-05-08,41.738469316339426,-87.61229306276786
10640,2013-02-10,41.772179,-87.637705
7859,2012-07-26,41.80584217497394,-87.6101482688478
7864,2012-07-21,41.946835494207065,-87.72097547378975
6924,2012-05-22,41.76338156989928,-87.64921803189903
16306,2014-04-10,41.871527842666985,-87.70599876572471
7162,2012-06-07,41.909979590948986,-87.72154705335026
18235,2014-05-05,41.78663501393955,-87.65953825666244
5177,2012-02-09,41.88485404217627,-87.73069414219584
14610,2013-11-16,41.88742436400076,-87.75042738340971
17092,2014-06-17,41.83171232034127,-87.67125976079232
22801,2012-11-25,41.77401236186888,-87.66407320502391
132,2011-03-21,41.87160343768292,-87.72780450372919
4460,2011-12-06,41.721265,-87.662684
16835,2014-05-28,41.81917312588807,-87.69425779451505
598,2011-04-23,41.77401236186888,-87.66407320502391
11467,2013-04-03,41.979235,-87.75695
19867,2011-06-08,41.90972139167612,-87.71216006974878
2127,2011-07-25,41.70383116890087,-87.6110095104206
4142,2011-11-15,41.76834971022245,-87.6835072551083
988,2011-05-19,41.779796402901646,-87.70810191861547
1989,2011-07-21,41.931520788372914,-87.74783325466292
497,2011-04-16,41.76338156989928,-87.64921803189903
26684,2015-02-19,41.801828,-87.630708
300,2011-04-01,41.79738403422023,-87.6741387806469
26673,2015-02-20,41.6838880651103,-87.62838254168845
