Original_Dataset,Column_Name,Non_Null_Count,Unique_Count,Object_Type
All complaints during 2013.xls,Street,39561,518,object
All complaints during 2013.xls,Address_of_Incident,39561,1552,object
All complaints during 2013.xls,Location_Value,39463,58,object
All complaints during 2013.xls,Incident_Time_Start,39445,1858,datetime64[ns]
All complaints during 2013.xls,Incident_Time_End,39445,1854,datetime64[ns]
All complaints during 2013.xls,Notification_Date,39561,1913,datetime64[ns]
All complaints during 2013.xls,Closed_Date,36733,1741,datetime64[ns]
All complaints during 2013.xls,Investigator_Last_Name,37770,69,object
All complaints during 2013.xls,Investigator_First_Name,37770,68,object
All complaints during 2013.xls,Accused_First_Name,24562,483,object
All complaints during 2013.xls,Accused_Last_Name,24562,911,object
All complaints during 2013.xls,Accused_Star,24133,1050,float64
All complaints during 2013.xls,Accused_Unit,24562,49,float64
All complaints during 2013.xls,Accused_Detail,3978,40,float64
All complaints during 2013.xls,Accused_Appointment_Date,24562,196,object
All complaints during 2013.xls,Accused_Rank,24562,14,object
All complaints during 2013.xls,Initial_Category_Code,38438,82,object
All complaints during 2013.xls,Initial_Category_Description,38438,60,object
All complaints during 2013.xls,Current_Category_Code,39561,95,object
All complaints during 2013.xls,Current_Category_Description,39561,62,object
All complaints during 2013.xls,Current_Status,39561,15,object
All complaints during 2013.xls,Finding_Code,36304,7,object
All complaints during 2013.xls,Disciple_Code,3766,5,object
All complaints during 2013.xls,Discipline_Description,1424,12,float64
All complaints during 2013.xls,Involved_Officer_Last_Name,38096,2549,object
All complaints during 2013.xls,Involved_Officer_First_Name,38096,2000,object
All complaints during 2013.xls,Involved_Officer_Unit,10329,62,float64
All complaints during 2013.xls,Involved_Officer_Detail,1418,39,float64
All complaints during 2013.xls,Involved_Officer_Rank,36062,20,object
All complaints during 2013.xls,Involved_Officer_Age,23308,86,float64
All complaints during 2013.xls,Involved_Officer_Sex,38279,3,object
All complaints during 2013.xls,Involved_Officer_Race,37738,9,object
All complaints during 2013.xls,Report_Produced_Date,39561,1,object
All complaints during 2014.xls,CRID,32454,1663,int64
All complaints during 2014.xls,Beat,32454,258,int64
All complaints during 2014.xls,Address,32454,719,object
All complaints during 2014.xls,Street,32454,484,object
All complaints during 2014.xls,Address_of_Incident,32454,1373,object
All complaints during 2014.xls,Location_Value,32121,57,object
All complaints during 2014.xls,Incident_Time_Start,32330,1618,datetime64[ns]
All complaints during 2014.xls,Incident_Time_End,32330,1616,datetime64[ns]
All complaints during 2014.xls,Notification_Date,32454,1663,datetime64[ns]
All complaints during 2014.xls,Closed_Date,27130,1454,datetime64[ns]
All complaints during 2014.xls,Investigator_Last_Name,30571,67,object
All complaints during 2014.xls,Investigator_First_Name,30571,64,object
All complaints during 2014.xls,Accused_First_Name,21824,453,object
All complaints during 2014.xls,Accused_Last_Name,21824,831,object
All complaints during 2014.xls,Accused_Star,21361,957,float64
All complaints during 2014.xls,Accused_Unit,21812,56,float64
All complaints during 2014.xls,Accused_Detail,3607,33,float64
All complaints during 2014.xls,Accused_Appointment_Date,21824,202,object
All complaints during 2014.xls,Accused_Rank,21812,17,object
All complaints during 2014.xls,Initial_Category_Code,31508,77,object
All complaints during 2014.xls,Initial_Category_Description,31508,55,object
All complaints during 2014.xls,Current_Category_Code,32444,84,object
All complaints during 2014.xls,Current_Category_Description,32444,58,object
All complaints during 2014.xls,Current_Status,32454,15,object
All complaints during 2014.xls,Finding_Code,27835,7,object
All complaints during 2014.xls,Disciple_Code,8646,5,object
All complaints during 2014.xls,Discipline_Description,7355,12,float64
All complaints during 2014.xls,Involved_Officer_Last_Name,31947,2326,object
All complaints during 2014.xls,Involved_Officer_First_Name,31947,1679,object
All complaints during 2014.xls,Involved_Officer_Unit,10281,52,float64
All complaints during 2014.xls,Involved_Officer_Detail,1821,37,float64
All complaints during 2014.xls,Involved_Officer_Rank,30786,17,object
All complaints during 2014.xls,Involved_Officer_Age,17187,85,float64
All complaints during 2014.xls,Involved_Officer_Sex,31943,3,object
All complaints during 2014.xls,Involved_Officer_Race,30167,9,object
All complaints during 2014.xls,Report_Produced_Date,32454,1,object
All complaints during 2015.xls,CRID,14727,1392,int64
All complaints during 2015.xls,Beat,14727,255,int64
All complaints during 2015.xls,Address,14727,689,object
All complaints during 2015.xls,Street,14727,471,object
All complaints during 2015.xls,Address_of_Incident,14727,1173,object
All complaints during 2015.xls,Location_Value,14586,55,object
All complaints during 2015.xls,Incident_Time_Start,14619,1354,datetime64[ns]
All complaints during 2015.xls,Incident_Time_End,14619,1352,datetime64[ns]
All complaints during 2015.xls,Notification_Date,14727,1392,datetime64[ns]
All complaints during 2015.xls,Closed_Date,7914,983,datetime64[ns]
All complaints during 2015.xls,Investigator_Last_Name,12777,63,object
All complaints during 2015.xls,Investigator_First_Name,12777,63,object
All complaints during 2015.xls,Accused_First_Name,8220,346,object
All complaints during 2015.xls,Accused_Last_Name,8220,645,object
All complaints during 2015.xls,Accused_Star,8075,719,float64
All complaints during 2015.xls,Accused_Unit,8220,49,float64
All complaints during 2015.xls,Accused_Detail,752,29,float64
All complaints during 2015.xls,Accused_Appointment_Date,8220,190,object
All complaints during 2015.xls,Accused_Rank,8220,12,object
All complaints during 2015.xls,Initial_Category_Code,14588,61,object
All complaints during 2015.xls,Initial_Category_Description,14588,47,object
All complaints during 2015.xls,Current_Category_Code,14698,77,object
All complaints during 2015.xls,Current_Category_Description,14698,55,object
All complaints during 2015.xls,Current_Status,14727,12,object
All complaints during 2015.xls,Finding_Code,8611,6,object
All complaints during 2015.xls,Disciple_Code,264,5,object
All complaints during 2015.xls,Discipline_Description,120,3,float64
All complaints during 2015.xls,Involved_Officer_Last_Name,14427,2059,object
All complaints during 2015.xls,Involved_Officer_First_Name,14427,1502,object
All complaints during 2015.xls,Involved_Officer_Unit,4589,56,float64
All complaints during 2015.xls,Involved_Officer_Detail,359,35,float64
All complaints during 2015.xls,Involved_Officer_Rank,13793,19,object
All complaints during 2015.xls,Involved_Officer_Age,8105,77,float64
All complaints during 2015.xls,Involved_Officer_Sex,14286,3,object
All complaints during 2015.xls,Involved_Officer_Race,14114,9,object
All complaints during 2015.xls,Report_Produced_Date,14727,1,object
All complaints during 2016YTD.xls,CRID,1720,330,int64
All complaints during 2016YTD.xls,Beat,1720,163,int64
All complaints during 2016YTD.xls,Address,1720,231,object
All complaints during 2016YTD.xls,Street,1720,199,object
All complaints during 2016YTD.xls,Address_of_Incident,1720,293,object
All complaints during 2016YTD.xls,Location_Value,1681,36,object
All complaints during 2016YTD.xls,Incident_Time_Start,1715,322,datetime64[ns]
All complaints during 2016YTD.xls,Incident_Time_End,1715,322,datetime64[ns]
All complaints during 2016YTD.xls,Notification_Date,1720,330,datetime64[ns]
All complaints during 2016YTD.xls,Closed_Date,321,68,datetime64[ns]
All complaints during 2016YTD.xls,Investigator_Last_Name,1241,55,object
All complaints during 2016YTD.xls,Investigator_First_Name,1241,55,object
All complaints during 2016YTD.xls,Accused_First_Name,723,124,object
All complaints during 2016YTD.xls,Accused_Last_Name,723,152,object
All complaints during 2016YTD.xls,Accused_Star,703,147,float64
All complaints during 2016YTD.xls,Accused_Unit,723,41,float64
All complaints during 2016YTD.xls,Accused_Detail,91,16,float64
All complaints during 2016YTD.xls,Accused_Appointment_Date,723,105,object
All complaints during 2016YTD.xls,Accused_Rank,723,13,object
All complaints during 2016YTD.xls,Initial_Category_Code,1719,29,object
All complaints during 2016YTD.xls,Initial_Category_Description,1719,26,object
All complaints during 2016YTD.xls,Current_Category_Code,1719,27,object
All complaints during 2016YTD.xls,Current_Category_Description,1719,24,object
All complaints during 2016YTD.xls,Current_Status,1720,12,object
All complaints during 2016YTD.xls,Finding_Code,414,6,object
All complaints during 2016YTD.xls,Disciple_Code,0,1,float64
All complaints during 2016YTD.xls,Discipline_Description,0,1,float64
All complaints during 2016YTD.xls,Involved_Officer_Last_Name,1650,628,object
All complaints during 2016YTD.xls,Involved_Officer_First_Name,1650,484,object
All complaints during 2016YTD.xls,Involved_Officer_Unit,567,36,float64
All complaints during 2016YTD.xls,Involved_Officer_Detail,60,19,float64
All complaints during 2016YTD.xls,Involved_Officer_Rank,1634,16,object
All complaints during 2016YTD.xls,Involved_Officer_Age,914,60,float64
All complaints during 2016YTD.xls,Involved_Officer_Sex,1648,3,object
All complaints during 2016YTD.xls,Involved_Officer_Race,1611,9,object
All complaints during 2016YTD.xls,Report_Produced_Date,1720,1,object
