Original_Dataset,Column_Name,Non_Null_Count,Unique_Count,Object_Type
foia 14-5509 - report 2f - identified accused xi.xls,FOIA_Request_Number,2038,1,object
foia 14-5509 - report 2f - identified accused xi.xls,Report_Produced_Date,2038,1,object
foia 14-5509 - report 2g - identified accused xi.xls,CRID,2302,1270,int64
foia 14-5509 - report 2g - identified accused xi.xls,Accused,2302,1830,object
foia 14-5509 - report 2g - identified accused xi.xls,Accused_Gender,2302,2,object
foia 14-5509 - report 2g - identified accused xi.xls,Accused_Race_Code,2302,6,object
foia 14-5509 - report 2g - identified accused xi.xls,Date_of_Appt,2302,200,object
foia 14-5509 - report 2g - identified accused xi.xls,Current_Unit,2302,79,float64
foia 14-5509 - report 2g - identified accused xi.xls,Current_Rank,2291,9,object
foia 14-5509 - report 2g - identified accused xi.xls,Star,2248,1790,float64
foia 14-5509 - report 2g - identified accused xi.xls,Complaint_Category,1833,62,object
foia 14-5509 - report 2g - identified accused xi.xls,Orig_Finding,2302,6,object
foia 14-5509 - report 2g - identified accused xi.xls,Orig_Recommended_Discipline,1701,11,float64
foia 14-5509 - report 2g - identified accused xi.xls,Final_Finding,2302,6,object
foia 14-5509 - report 2g - identified accused xi.xls,Final_Recommended_Discipline,1698,8,float64
foia 14-5509 - report 2g - identified accused xi.xls,FOIA_Request_Number,2302,1,object
foia 14-5509 - report 2g - identified accused xi.xls,Report_Produced_Date,2302,1,object
foia 14-5509 - report 2h - identified accused xi.xls,CRID,1206,719,int64
foia 14-5509 - report 2h - identified accused xi.xls,Accused,1206,1047,object
foia 14-5509 - report 2h - identified accused xi.xls,Accused_Gender,1206,2,object
foia 14-5509 - report 2h - identified accused xi.xls,Accused_Race_Code,1206,6,object
foia 14-5509 - report 2h - identified accused xi.xls,Date_of_Appt,1206,194,object
foia 14-5509 - report 2h - identified accused xi.xls,Current_Unit,1206,67,float64
foia 14-5509 - report 2h - identified accused xi.xls,Current_Rank,1201,8,object
foia 14-5509 - report 2h - identified accused xi.xls,Star,1188,1036,float64
foia 14-5509 - report 2h - identified accused xi.xls,Complaint_Category,617,39,object
foia 14-5509 - report 2h - identified accused xi.xls,Orig_Finding,1206,6,object
foia 14-5509 - report 2h - identified accused xi.xls,Orig_Recommended_Discipline,524,4,float64
foia 14-5509 - report 2h - identified accused xi.xls,Final_Finding,1206,6,object
foia 14-5509 - report 2h - identified accused xi.xls,Final_Recommended_Discipline,524,3,float64
foia 14-5509 - report 2h - identified accused xi.xls,FOIA_Request_Number,1206,1,object
foia 14-5509 - report 2h - identified accused xi.xls,Report_Produced_Date,1206,1,object
