Original_Dataset,Column_Name,Non_Null_Count,Unique_Count,Object_Type
p046957 - report 2.3 - identified accused.xls,Accused_Birth_Year,23153,58,float64
p046957 - report 2.3 - identified accused.xls,Accused_Gender,23153,2,object
p046957 - report 2.3 - identified accused.xls,Accused_Race_Code,23153,7,object
p046957 - report 2.3 - identified accused.xls,Date_of_Appt,23153,291,datetime64[ns]
p046957 - report 2.3 - identified accused.xls,Current_Unit,23152,136,float64
p046957 - report 2.3 - identified accused.xls,Current_Rank,22780,11,object
p046957 - report 2.3 - identified accused.xls,Star,17788,6047,float64
p046957 - report 2.3 - identified accused.xls,Complaint_Category,23000,113,object
p046957 - report 2.3 - identified accused.xls,Orig_Finding,23153,7,object
p046957 - report 2.3 - identified accused.xls,Orig_Recommended_Discipline,22375,32,float64
p046957 - report 2.3 - identified accused.xls,Final_Finding,23153,8,object
p046957 - report 2.3 - identified accused.xls,Final_Recommended_Discipline,22324,35,float64
p046957 - report 2.3 - identified accused.xls,FOIA_Request_Number,23153,1,object
p046957 - report 2.3 - identified accused.xls,Report_Produced_Date,23153,1,object
p046957 - report 2.4 - identified accused.xls,CRID,30209,15316,int64
p046957 - report 2.4 - identified accused.xls,Accused,30209,8723,object
p046957 - report 2.4 - identified accused.xls,Accused_Birth_Year,30209,56,float64
p046957 - report 2.4 - identified accused.xls,Accused_Gender,30209,2,object
p046957 - report 2.4 - identified accused.xls,Accused_Race_Code,30209,7,object
p046957 - report 2.4 - identified accused.xls,Date_of_Appt,30209,274,datetime64[ns]
p046957 - report 2.4 - identified accused.xls,Current_Unit,30204,141,float64
p046957 - report 2.4 - identified accused.xls,Current_Rank,29893,11,object
p046957 - report 2.4 - identified accused.xls,Star,25192,6920,float64
p046957 - report 2.4 - identified accused.xls,Complaint_Category,29993,113,object
p046957 - report 2.4 - identified accused.xls,Orig_Finding,30209,6,object
p046957 - report 2.4 - identified accused.xls,Orig_Recommended_Discipline,28812,33,float64
p046957 - report 2.4 - identified accused.xls,Final_Finding,30209,6,object
p046957 - report 2.4 - identified accused.xls,Final_Recommended_Discipline,28750,35,float64
p046957 - report 2.4 - identified accused.xls,FOIA_Request_Number,30209,1,object
p046957 - report 2.4 - identified accused.xls,Report_Produced_Date,30209,1,object
p046957 - report 2.5 - identified accused.xls,CRID,20844,11405,int64
p046957 - report 2.5 - identified accused.xls,Accused,20844,7792,object
p046957 - report 2.5 - identified accused.xls,Accused_Birth_Year,20844,58,float64
p046957 - report 2.5 - identified accused.xls,Accused_Gender,20844,2,object
p046957 - report 2.5 - identified accused.xls,Accused_Race_Code,20844,7,object
p046957 - report 2.5 - identified accused.xls,Date_of_Appt,20844,274,datetime64[ns]
p046957 - report 2.5 - identified accused.xls,Current_Unit,20844,115,float64
p046957 - report 2.5 - identified accused.xls,Current_Rank,20697,10,object
p046957 - report 2.5 - identified accused.xls,Star,19121,7033,float64
p046957 - report 2.5 - identified accused.xls,Complaint_Category,19396,110,object
p046957 - report 2.5 - identified accused.xls,Orig_Finding,20844,6,object
p046957 - report 2.5 - identified accused.xls,Orig_Recommended_Discipline,17448,34,float64
p046957 - report 2.5 - identified accused.xls,Final_Finding,20844,6,object
p046957 - report 2.5 - identified accused.xls,Final_Recommended_Discipline,17043,31,float64
p046957 - report 2.5 - identified accused.xls,FOIA_Request_Number,20844,1,object
p046957 - report 2.5 - identified accused.xls,Report_Produced_Date,20844,1,object
