Original_Dataset,Column_Name,Non_Null_Count,Unique_Count,Object_Type
IPRA Shootings Data.xls,Involved_Party_Assignment,109,8,float64
IPRA Shootings Data.xls,Involved_Party_Detail,0,1,float64
IPRA Shootings Data.xls,Involved_Party_Position,129,5,object
IPRA Shootings Data.xls,Involved_Party_Age,20,7,float64
IPRA Shootings Data.xls,Involved_Party_Sex,129,2,object
IPRA Shootings Data.xls,Involved_Party_Race,129,4,object
IPRA Shootings Data.xls,Police_Shooting_No,129,5,object
IPRA Shootings Data.xls,Police_Shooting,129,1,object
IPRA Shootings Data.xls,Sheet,129,1,object
IPRA Shootings Data.xls,FOIA_Request_Number,129,1,object
IPRA Shootings Data.xls,Report_Produced_Date,129,1,object
IPRA Shootings Data.xls,CR_Required,1517,2,object
IPRA Shootings Data.xls,Initial_Category_Code,1209,7,object
IPRA Shootings Data.xls,Initial_Category,1209,7,object
IPRA Shootings Data.xls,Current_Category_Code,1517,6,object
IPRA Shootings Data.xls,Current_Category,1517,6,object
IPRA Shootings Data.xls,Current_Status,1517,4,object
IPRA Shootings Data.xls,Complaint_Number,1517,29,int64
IPRA Shootings Data.xls,Beat,1517,25,int64
IPRA Shootings Data.xls,Incident_Address,1517,29,object
IPRA Shootings Data.xls,Location_Value,1517,9,object
IPRA Shootings Data.xls,Incident_Time_Start,1517,29,datetime64[ns]
IPRA Shootings Data.xls,Incident_Time_End,1517,29,datetime64[ns]
IPRA Shootings Data.xls,Complaint_Date,1517,29,datetime64[ns]
IPRA Shootings Data.xls,IPRA_Closed_Date,267,5,object
IPRA Shootings Data.xls,IPRA_Investigator_Last_Name,1510,17,object
IPRA Shootings Data.xls,IPRA_Investigator_First_Name,1510,17,object
IPRA Shootings Data.xls,IPRA_Assign_Date,1510,48,datetime64[ns]
IPRA Shootings Data.xls,IPRA_Investigate_Begin_Date,0,1,float64
IPRA Shootings Data.xls,IPRA_Investigate_End_Date,1238,47,datetime64[ns]
IPRA Shootings Data.xls,IPRA_Investigator_Type,1510,3,object
IPRA Shootings Data.xls,Report_Status,1517,2,object
IPRA Shootings Data.xls,Finding_Code,1045,3,object
IPRA Shootings Data.xls,Finding_Id,1045,16,float64
IPRA Shootings Data.xls,Penalty_Code,260,3,object
IPRA Shootings Data.xls,No_Days,0,1,float64
IPRA Shootings Data.xls,Penalty_Status,260,2,object
IPRA Shootings Data.xls,Accused_First_Name,1051,7,object
IPRA Shootings Data.xls,Accused_Last_Name,1051,7,object
IPRA Shootings Data.xls,Accused_Star,1051,7,float64
IPRA Shootings Data.xls,Accused_Assignment,1051,7,float64
IPRA Shootings Data.xls,Accused_Detail,0,1,float64
IPRA Shootings Data.xls,Accused_Appointment_Date,1051,7,object
IPRA Shootings Data.xls,Accused_Position,1051,3,object
IPRA Shootings Data.xls,IAD_Ops,1517,1,object
IPRA Shootings Data.xls,Converted_Rec_I,1517,1,object
IPRA Shootings Data.xls,Involved_Party_Description,492,31,object
IPRA Shootings Data.xls,Involved_Party_Type,1517,4,object
IPRA Shootings Data.xls,Involved_Party_Last_Name,1512,149,object
IPRA Shootings Data.xls,Involved_Party_First_Name,1512,125,object
IPRA Shootings Data.xls,Involved_Party_Assignment,1157,29,float64
IPRA Shootings Data.xls,Involved_Party_Detail,52,8,float64
IPRA Shootings Data.xls,Involved_Party_Position,1508,8,object
IPRA Shootings Data.xls,Involved_Party_Age,301,28,float64
IPRA Shootings Data.xls,Involved_Party_Sex,1462,3,object
IPRA Shootings Data.xls,Involved_Party_Race,1460,6,object
IPRA Shootings Data.xls,Police_Shooting_No,1517,29,object
IPRA Shootings Data.xls,Police_Shooting,1517,2,object
IPRA Shootings Data.xls,Sheet,1517,1,object
IPRA Shootings Data.xls,FOIA_Request_Number,1517,1,object
IPRA Shootings Data.xls,Report_Produced_Date,1517,1,object
IPRA Shootings Data.xls,CR_Required,3168,2,object
IPRA Shootings Data.xls,Initial_Category_Code,3168,8,object
IPRA Shootings Data.xls,Initial_Category,3168,7,object
IPRA Shootings Data.xls,Current_Category_Code,3168,9,object
IPRA Shootings Data.xls,Current_Category,3168,7,object
IPRA Shootings Data.xls,Current_Status,3168,7,object
IPRA Shootings Data.xls,Complaint_Number,3168,47,int64
IPRA Shootings Data.xls,Beat,3168,43,int64
IPRA Shootings Data.xls,Incident_Address,3168,47,object
IPRA Shootings Data.xls,Location_Value,3168,14,object
IPRA Shootings Data.xls,Incident_Time_Start,3168,46,datetime64[ns]
IPRA Shootings Data.xls,Incident_Time_End,3168,46,datetime64[ns]
IPRA Shootings Data.xls,Complaint_Date,3168,47,datetime64[ns]
IPRA Shootings Data.xls,IPRA_Closed_Date,2268,27,datetime64[ns]
IPRA Shootings Data.xls,IPRA_Investigator_Last_Name,3161,46,object
IPRA Shootings Data.xls,IPRA_Investigator_First_Name,3161,46,object
IPRA Shootings Data.xls,IPRA_Assign_Date,3161,120,datetime64[ns]
IPRA Shootings Data.xls,IPRA_Investigate_Begin_Date,0,1,float64
IPRA Shootings Data.xls,IPRA_Investigate_End_Date,2884,136,datetime64[ns]
IPRA Shootings Data.xls,IPRA_Investigator_Type,3161,4,object
IPRA Shootings Data.xls,Report_Status,3168,3,object
IPRA Shootings Data.xls,Finding_Code,1432,3,object
IPRA Shootings Data.xls,Finding_Id,1432,42,float64
IPRA Shootings Data.xls,Penalty_Code,1400,4,object
IPRA Shootings Data.xls,No_Days,464,3,float64
IPRA Shootings Data.xls,Penalty_Status,1400,2,object
IPRA Shootings Data.xls,Accused_First_Name,1518,9,object
IPRA Shootings Data.xls,Accused_Last_Name,1518,9,object
IPRA Shootings Data.xls,Accused_Star,1518,9,float64
IPRA Shootings Data.xls,Accused_Assignment,1518,7,float64
IPRA Shootings Data.xls,Accused_Detail,270,3,float64
IPRA Shootings Data.xls,Accused_Appointment_Date,1518,9,datetime64[ns]
IPRA Shootings Data.xls,Accused_Position,1518,3,object
IPRA Shootings Data.xls,IAD_Ops,3168,1,object
IPRA Shootings Data.xls,Converted_Rec_I,3168,1,object
IPRA Shootings Data.xls,Involved_Party_Description,1479,51,object
IPRA Shootings Data.xls,Involved_Party_Type,3168,4,object
IPRA Shootings Data.xls,Involved_Party_Last_Name,2987,242,object
IPRA Shootings Data.xls,Involved_Party_First_Name,2987,183,object
IPRA Shootings Data.xls,Involved_Party_Assignment,1649,37,float64
IPRA Shootings Data.xls,Involved_Party_Detail,183,14,float64
IPRA Shootings Data.xls,Involved_Party_Position,2669,10,object
IPRA Shootings Data.xls,Involved_Party_Age,930,42,float64
IPRA Shootings Data.xls,Involved_Party_Sex,2970,3,object
IPRA Shootings Data.xls,Involved_Party_Race,2928,9,object
IPRA Shootings Data.xls,Police_Shooting_No,3168,46,object
IPRA Shootings Data.xls,Police_Shooting,3168,2,object
IPRA Shootings Data.xls,Sheet,3168,1,object
IPRA Shootings Data.xls,FOIA_Request_Number,3168,1,object
IPRA Shootings Data.xls,Report_Produced_Date,3168,1,object
IPRA Shootings Data.xls,CR_Required,4308,2,object
IPRA Shootings Data.xls,Initial_Category_Code,4308,7,object
IPRA Shootings Data.xls,Initial_Category,4308,5,object
IPRA Shootings Data.xls,Current_Category_Code,4308,7,object
IPRA Shootings Data.xls,Current_Category,4308,5,object
IPRA Shootings Data.xls,Current_Status,4308,5,object
IPRA Shootings Data.xls,Complaint_Number,4308,43,int64
IPRA Shootings Data.xls,Beat,4308,39,int64
IPRA Shootings Data.xls,Incident_Address,4308,43,object
IPRA Shootings Data.xls,Location_Value,4308,11,object
IPRA Shootings Data.xls,Incident_Time_Start,4308,43,datetime64[ns]
IPRA Shootings Data.xls,Incident_Time_End,4308,43,datetime64[ns]
IPRA Shootings Data.xls,Complaint_Date,4308,43,datetime64[ns]
IPRA Shootings Data.xls,IPRA_Closed_Date,3691,36,object
IPRA Shootings Data.xls,IPRA_Investigator_Last_Name,4305,41,object
IPRA Shootings Data.xls,IPRA_Investigator_First_Name,4305,42,object
IPRA Shootings Data.xls,IPRA_Assign_Date,4305,99,datetime64[ns]
IPRA Shootings Data.xls,IPRA_Investigate_Begin_Date,0,1,float64
IPRA Shootings Data.xls,IPRA_Investigate_End_Date,4033,129,datetime64[ns]
IPRA Shootings Data.xls,IPRA_Investigator_Type,4305,4,object
IPRA Shootings Data.xls,Report_Status,4308,2,object
IPRA Shootings Data.xls,Finding_Code,2804,3,object
IPRA Shootings Data.xls,Finding_Id,2804,35,float64
IPRA Shootings Data.xls,Penalty_Code,1116,3,object
IPRA Shootings Data.xls,No_Days,0,1,float64
IPRA Shootings Data.xls,Penalty_Status,2516,3,object
IPRA Shootings Data.xls,Accused_First_Name,2852,7,object
IPRA Shootings Data.xls,Accused_Last_Name,2852,7,object
IPRA Shootings Data.xls,Accused_Star,2852,7,float64
IPRA Shootings Data.xls,Accused_Assignment,2852,5,float64
IPRA Shootings Data.xls,Accused_Detail,0,1,float64
IPRA Shootings Data.xls,Accused_Appointment_Date,2852,7,object
IPRA Shootings Data.xls,Accused_Position,2852,3,object
IPRA Shootings Data.xls,IAD_Ops,4308,1,object
IPRA Shootings Data.xls,Converted_Rec_I,4308,1,object
IPRA Shootings Data.xls,Involved_Party_Description,1215,50,object
IPRA Shootings Data.xls,Involved_Party_Type,4308,4,object
IPRA Shootings Data.xls,Involved_Party_Last_Name,4273,195,object
IPRA Shootings Data.xls,Involved_Party_First_Name,4273,162,object
IPRA Shootings Data.xls,Involved_Party_Assignment,2094,38,float64
IPRA Shootings Data.xls,Involved_Party_Detail,503,14,float64
IPRA Shootings Data.xls,Involved_Party_Position,3503,10,object
IPRA Shootings Data.xls,Involved_Party_Age,2157,49,float64
IPRA Shootings Data.xls,Involved_Party_Sex,4267,3,object
IPRA Shootings Data.xls,Involved_Party_Race,4267,7,object
IPRA Shootings Data.xls,Police_Shooting_No,4308,42,object
IPRA Shootings Data.xls,Police_Shooting,4308,2,object
IPRA Shootings Data.xls,Sheet,4308,1,object
IPRA Shootings Data.xls,FOIA_Request_Number,4308,1,object
IPRA Shootings Data.xls,Report_Produced_Date,4308,1,object
