Original_Dataset,Column_Name,Non_Null_Count,Unique_Count,Object_Type
IPRA Shootings Data.xls,Accused_First_Name,1,2,object
IPRA Shootings Data.xls,Accused_Last_Name,1,2,object
IPRA Shootings Data.xls,Accused_Star,1,2,float64
IPRA Shootings Data.xls,Accused_Assignment,1,2,float64
IPRA Shootings Data.xls,Accused_Detail,0,1,float64
IPRA Shootings Data.xls,Accused_Appointment_Date,1,2,object
IPRA Shootings Data.xls,Accused_Position,1,2,object
IPRA Shootings Data.xls,IAD_Ops,60,1,object
IPRA Shootings Data.xls,Converted_Rec_I,60,1,object
IPRA Shootings Data.xls,Police_Shooting_No,60,57,object
IPRA Shootings Data.xls,Police_Shooting,60,2,object
IPRA Shootings Data.xls,Sheet,60,1,object
IPRA Shootings Data.xls,FOIA_Request_Number,60,1,object
IPRA Shootings Data.xls,Report_Produced_Date,60,1,object
